site,species,genotype,replicate,sampleID,tank,pH,temp,treatment,time,file,AOI,FvFm,ratio
MacN,Ofav,6,3,CR047,4,low pH,control temp,LC,0,LC_Ofav_MACN,6,0.488,0.808
MacN,Ofav,1,3,Mo1-3,4,low pH,control temp,LC,0,LC_Ofav_MACN,1,0.417,0.771
MacN,Ofav,2,3,Mo2-3,4,low pH,control temp,LC,0,LC_Ofav_MACN,2,0.399,0.740
MacN,Ofav,3,3,Mo3-3,4,low pH,control temp,LC,0,LC_Ofav_MACN,3,0.505,0.808
MacN,Ofav,4,3,Mo4-3,4,low pH,control temp,LC,0,LC_Ofav_MACN,4,0.478,0.798
MacN,Ofav,5,3,Mo5-3,4,low pH,control temp,LC,0,LC_Ofav_MACN,5,0.508,0.829
Rainbow,Ofav,1,3,Ro1-3,4,low pH,control temp,LC,0,LC_Ofav_RAIN,1,0.405,0.697
Rainbow,Ofav,2,3,Ro2-3,4,low pH,control temp,LC,0,LC_Ofav_RAIN,2,0.394,0.726
Rainbow,Ofav,3,3,Ro3-3,4,low pH,control temp,LC,0,LC_Ofav_RAIN,3,0.378,0.642
Rainbow,Ofav,4,3,Ro4-3,4,low pH,control temp,LC,0,LC_Ofav_RAIN,4,0.443,0.740
Rainbow,Ofav,5,3,Ro5-3,4,low pH,control temp,LC,0,LC_Ofav_RAIN,5,0.43,0.747
Star,Ofav,1,3,So1-3,4,low pH,control temp,LC,0,LC_Ofav_STAR,1,0.407,0.707
Star,Ofav,2,3,So2-3,4,low pH,control temp,LC,0,LC_Ofav_STAR,2,0.465,0.757
Star,Ofav,3,3,So3-3,4,low pH,control temp,LC,0,LC_Ofav_STAR,3,0.443,0.747
Star,Ofav,4,3,So4-3,4,low pH,control temp,LC,0,LC_Ofav_STAR,4,0.456,0.757
Star,Ofav,5,3,So5-3,4,low pH,control temp,LC,0,LC_Ofav_STAR,5,0.475,0.752
Emerald,Ssid,1,2,Es1-2,5,control pH,high temp,CH,0,CH_Ssid_EMRL,1,0.324,0.704
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,0,CH_Ssid_EMRL,2,0.273,0.548
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,0,CH_Ssid_EMRL,3,0.379,0.652
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,0,CH_Ssid_EMRL,4,0.246,0.550
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,0,CH_Ssid_EMRL,5,0.359,0.649
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,0,CH_Ssid_MACN,1,0.322,0.594
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,0,CH_Ssid_MACN,2,0.382,0.756
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,0,CH_Ssid_MACN,3,0.327,0.688
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,0,CH_Ssid_MACN,4,0.292,0.629
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,0,CH_Ssid_MACN,5,0.398,0.747
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,0,CH_Ssid_RAIN,1,0.341,0.655
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,0,CH_Ssid_RAIN,2,0.325,0.613
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,0,CH_Ssid_RAIN_3-2,3,0.202,0.692
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,0,CH_Ssid_RAIN,3,0.329,0.624
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,0,CH_Ssid_RAIN,4,0.303,0.582
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,0,CH_Ssid_STAR,1,0.352,0.713
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,0,CH_Ssid_STAR,2,0.363,0.695
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,0,CH_Ssid_STAR,3,0.328,0.674
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,0,CH_Ssid_STAR,4,0.308,0.632
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,0,CH_Ssid_STAR,5,0.413,0.744
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,0,CH_Ofav_EMRL,1,0.354,0.653
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,0,CH_Ofav_EMRL,2,0.49,0.818
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,0,CH_Ofav_EMRL,3,0.488,0.796
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,0,CH_Ofav_EMRL,5,0.332,0.566
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,0,CH_Ofav_EMRL,4,0.373,0.630
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,0,CH_Ofav_MACN,6,0.553,0.913
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,0,CH_Ofav_MACN,1,0.466,0.840
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,0,CH_Ofav_MACN,2,0.443,0.842
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,0,CH_Ofav_MACN,3,0.536,0.865
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,0,CH_Ofav_MACN,4,0.505,0.897
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,0,CH_Ofav_MACN,5,0.535,0.913
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,0,CH_Ofav_RAIN,1,0.428,0.747
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,0,CH_Ofav_RAIN,2,0.43,0.782
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,0,CH_Ofav_RAIN,3,0.382,0.650
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,0,CH_Ofav_RAIN,4,0.501,0.815
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,0,CH_Ofav_RAIN,5,0.423,0.753
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,0,CH_Ofav_STAR,1,0.482,0.840
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,0,CH_Ofav_STAR,2,0.554,0.904
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,0,CH_Ofav_STAR,3,0.535,0.857
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,0,CH_Ofav_STAR,4,0.513,0.883
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,0,CH_Ofav_STAR,5,0.509,0.826
Emerald,Ssid,1,3,Es1-3,7,low pH,control temp,LC,0,LC_Ssid_EMRL,1,0.345,0.693
Emerald,Ssid,2,3,Es2-3,7,low pH,control temp,LC,0,LC_Ssid_EMRL,2,0.356,0.728
Emerald,Ssid,3,3,Es3-3,7,low pH,control temp,LC,0,LC_Ssid_EMRL,3,0.43,0.799
Emerald,Ssid,4,3,Es4-3,7,low pH,control temp,LC,0,LC_Ssid_EMRL,4,0.434,0.804
Emerald,Ssid,5,3,Es5-3,7,low pH,control temp,LC,0,LC_Ssid_EMRL,5,0.461,0.817
MacN,Ssid,1,3,Ms1-3,7,low pH,control temp,LC,0,LC_Ssid_MACN,1,0.408,0.751
MacN,Ssid,2,3,Ms2-3,7,low pH,control temp,LC,0,LC_Ssid_MACN,2,0.412,0.839
MacN,Ssid,3,3,Ms3-3,7,low pH,control temp,LC,0,LC_Ssid_MACN,3,0.364,0.710
MacN,Ssid,4,3,Ms4-3,7,low pH,control temp,LC,0,LC_Ssid_MACN,4,0.232,0.521
MacN,Ssid,5,3,Ms5-3,7,low pH,control temp,LC,0,LC_Ssid_MACN,5,0.42,0.812
Rainbow,Ssid,1,3,Rs1-3,7,low pH,control temp,LC,0,LC_Ssid_RAIN,1,0.393,0.777
Rainbow,Ssid,2,3,Rs2-3,7,low pH,control temp,LC,0,LC_Ssid_RAIN,2,0.416,0.780
Rainbow,Ssid,3,3,Rs3-3,7,low pH,control temp,LC,0,LC_Ssid_RAIN-3-3,1,0.247,0.692
Rainbow,Ssid,4,3,Rs4-3,7,low pH,control temp,LC,0,LC_Ssid_RAIN,3,0.371,0.703
Rainbow,Ssid,5,3,Rs5-3,7,low pH,control temp,LC,0,LC_Ssid_RAIN,4,0.351,0.639
Star,Ssid,1,3,Ss1-3,7,low pH,control temp,LC,0,LC_Ssid_STAR,1,0.374,0.739
Star,Ssid,2,3,Ss2-3,7,low pH,control temp,LC,0,LC_Ssid_STAR,2,0.404,0.778
Star,Ssid,3,3,Ss3-3,7,low pH,control temp,LC,0,LC_Ssid_STAR,3,0.358,0.708
Star,Ssid,4,3,Ss4-3,7,low pH,control temp,LC,0,LC_Ssid_STAR,4,0.33,0.660
Star,Ssid,5,3,Ss5-3,7,low pH,control temp,LC,0,LC_Ssid_STAR,5,0.472,0.819
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,LH,0,LH_Ofav_EMRL,1,0.504,0.894
Emerald,Ofav,2,4,Eo2-4,8,low pH,high temp,LH,0,LH_Ofav_EMRL,2,0.443,0.756
Emerald,Ofav,3,4,Eo3-4,8,low pH,high temp,LH,0,LH_Ofav_EMRL,3,0.417,0.746
Emerald,Ofav,4,4,Eo4-4,8,low pH,high temp,LH,0,LH_Ofav_EMRL,4,0.476,0.777
Emerald,Ofav,5,4,Eo5-4,8,low pH,high temp,LH,0,LH_Ofav_EMRL,5,0.451,0.757
MacN,Ofav,6,4,CR049,8,low pH,high temp,LH,0,LH_Ofav_MACN,6,0.55,0.893
MacN,Ofav,1,4,Mo1-4,8,low pH,high temp,LH,0,LH_Ofav_MACN,1,0.47,0.815
MacN,Ofav,2,4,Mo2-4,8,low pH,high temp,LH,0,LH_Ofav_MACN,2,0.499,0.902
MacN,Ofav,3,4,Mo3-4,8,low pH,high temp,LH,0,LH_Ofav_MACN,3,0.561,0.877
MacN,Ofav,4,4,Mo4-4,8,low pH,high temp,LH,0,LH_Ofav_MACN,4,0.51,0.866
MacN,Ofav,5,4,Mo5-4,8,low pH,high temp,LH,0,LH_Ofav_MACN,5,0.542,0.874
Rainbow,Ofav,1,4,Ro1-4,8,low pH,high temp,LH,0,LH_Ofav_RAIN,1,0.528,0.906
Rainbow,Ofav,2,4,Ro2-4,8,low pH,high temp,LH,0,LH_Ofav_RAIN,2,0.478,0.834
Rainbow,Ofav,3,4,Ro3-4,8,low pH,high temp,LH,0,LH_Ofav_RAIN,3,0.491,0.820
Rainbow,Ofav,4,4,Ro4-4,8,low pH,high temp,LH,0,LH_Ofav_RAIN,4,0.536,0.858
Rainbow,Ofav,5,4,Ro5-4,8,low pH,high temp,LH,0,LH_Ofav_RAIN,5,0.478,0.793
Star,Ofav,1,4,So1-4,8,low pH,high temp,LH,0,LH_Ofav_STAR,1,0.534,0.857
Star,Ofav,2,4,So2-4,8,low pH,high temp,LH,0,LH_Ofav_STAR,2,0.563,0.895
Star,Ofav,3,4,So3-4,8,low pH,high temp,LH,0,LH_Ofav_STAR,3,0.508,0.845
Star,Ofav,4,4,So4-4,8,low pH,high temp,LH,0,LH_Ofav_STAR,4,0.505,0.842
Star,Ofav,5,4,So5-4,8,low pH,high temp,LH,0,LH_Ofav_STAR,5,0.555,0.863
Emerald,Ofav,1,1,Eo1-1,1,control pH,control temp,CC,3,CC_Ofav_EMRL,1,0.338,0.601
Emerald,Ofav,2,1,Eo2-1,1,control pH,control temp,CC,3,CC_Ofav_EMRL,2,0.417,0.728
Emerald,Ofav,3,1,Eo3-1,1,control pH,control temp,CC,3,CC_Ofav_EMRL,3,0.446,0.757
Emerald,Ofav,4,1,Eo4-1,1,control pH,control temp,CC,3,CC_Ofav_EMRL,4,0.338,0.583
Emerald,Ofav,5,1,Eo5-1,1,control pH,control temp,CC,3,CC_Ofav_EMRL,5,0.391,0.662
MacN,Ofav,6,1,CR043,1,control pH,control temp,CC,3,CC_Ofav_MACN,6,0.504,0.821
MacN,Ofav,1,1,Mo1-1,1,control pH,control temp,CC,3,CC_Ofav_MACN,1,0.42,0.754
MacN,Ofav,2,1,Mo2-1,1,control pH,control temp,CC,3,CC_Ofav_MACN,2,0.453,0.816
MacN,Ofav,3,1,Mo3-1,1,control pH,control temp,CC,3,CC_Ofav_MACN,3,0.516,0.831
MacN,Ofav,4,1,Mo4-1,1,control pH,control temp,CC,3,CC_Ofav_MACN,4,0.452,0.777
MacN,Ofav,5,1,Mo5-1,1,control pH,control temp,CC,3,CC_Ofav_MACN,5,0.507,0.845
Rainbow,Ofav,1,1,Ro1-1,1,control pH,control temp,CC,3,CC_Ofav_RAIN,1,0.341,0.604
Rainbow,Ofav,2,1,Ro2-1,1,control pH,control temp,CC,3,CC_Ofav_RAIN,2,0.384,0.718
Rainbow,Ofav,3,1,Ro3-1,1,control pH,control temp,CC,3,CC_Ofav_RAIN,3,0.376,0.642
Rainbow,Ofav,4,1,Ro4-1,1,control pH,control temp,CC,3,CC_Ofav_RAIN,4,0.432,0.708
Rainbow,Ofav,5,1,Ro5-1,1,control pH,control temp,CC,3,CC_Ofav_RAIN,5,0.44,0.728
Star,Ofav,1,1,So1-1,1,control pH,control temp,CC,3,CC_Ofav_STAR,1,0.445,0.745
Star,Ofav,2,1,So2-1,1,control pH,control temp,CC,3,CC_Ofav_STAR,2,0.505,0.816
Star,Ofav,3,1,So3-1,1,control pH,control temp,CC,3,CC_Ofav_STAR,3,0.444,0.744
Star,Ofav,4,1,So4-1,1,control pH,control temp,CC,3,CC_Ofav_STAR,4,0.463,0.783
Star,Ofav,5,1,So5-1,1,control pH,control temp,CC,3,CC_Ofav_STAR,5,0.496,0.774
Emerald,Ssid,1,4,Es1-4,2,low pH,high temp,LH,3,LH_Ssid_EMRL,1,0.335,0.707
Emerald,Ssid,2,4,Es2-4,2,low pH,high temp,LH,3,LH_Ssid_EMRL,2,0.24,0.513
Emerald,Ssid,3,4,Es3-4,2,low pH,high temp,LH,3,LH_Ssid_EMRL,3,0.383,0.679
Emerald,Ssid,4,4,Es4-4,2,low pH,high temp,LH,3,LH_Ssid_EMRL,4,0.328,0.644
Emerald,Ssid,5,4,Es5-4,2,low pH,high temp,LH,3,LH_Ssid_EMRL,5,0.333,0.633
MacN,Ssid,1,4,Ms1-4,2,low pH,high temp,LH,3,LH_Ssid_MACN,1,0.318,0.600
MacN,Ssid,2,4,Ms2-4,2,low pH,high temp,LH,3,LH_Ssid_MACN,2,0.293,0.602
MacN,Ssid,3,4,Ms3-4,2,low pH,high temp,LH,3,LH_Ssid_MACN,3,0.338,0.679
MacN,Ssid,4,4,Ms4-4,2,low pH,high temp,LH,3,LH_Ssid_MACN,4,0.191,0.438
MacN,Ssid,5,4,Ms5-4,2,low pH,high temp,LH,3,LH_Ssid_MACN,5,0.367,0.720
Rainbow,Ssid,1,4,Rs1-4,2,low pH,high temp,LH,3,LH_Ssid_RAIN,1,0.342,0.675
Rainbow,Ssid,2,4,Rs2-4,2,low pH,high temp,LH,3,LH_Ssid_RAIN,2,0.284,0.531
Rainbow,Ssid,3,4,Rs3-4,2,low pH,high temp,LH,3,LH_Ssid_RAIN_3-4,1,0.19,0.554
Rainbow,Ssid,4,4,Rs4-4,2,low pH,high temp,LH,3,LH_Ssid_RAIN,3,0.337,0.647
Rainbow,Ssid,5,4,Rs5-4,2,low pH,high temp,LH,3,LH_Ssid_RAIN,4,0.387,0.717
Star,Ssid,1,4,Ss1-4,2,low pH,high temp,LH,3,LH_Ssid_STAR,1,0.367,0.714
Star,Ssid,2,4,Ss2-4,2,low pH,high temp,LH,3,LH_Ssid_STAR,2,0.362,0.695
Star,Ssid,3,4,Ss3-4,2,low pH,high temp,LH,3,LH_Ssid_STAR,3,0.298,0.616
Star,Ssid,4,4,Ss4-4,2,low pH,high temp,LH,3,LH_Ssid_STAR,4,0.312,0.639
Star,Ssid,5,4,Ss5-4,2,low pH,high temp,LH,3,LH_Ssid_STAR,5,0.413,0.740
Emerald,Ssid,1,1,Es1-1,3,control pH,control temp,CC,3,CC_Ssid_EMRL,1,0.359,0.780
Emerald,Ssid,2,1,Es2-1,3,control pH,control temp,CC,3,CC_Ssid_EMRL,2,0.37,0.803
Emerald,Ssid,3,1,Es3-1,3,control pH,control temp,CC,3,CC_Ssid_EMRL,3,0.46,0.844
Emerald,Ssid,4,1,Es4-1,3,control pH,control temp,CC,3,CC_Ssid_EMRL,4,0.396,0.816
Emerald,Ssid,5,1,Es5-1,3,control pH,control temp,CC,3,CC_Ssid_EMRL,5,0.462,0.824
MacN,Ssid,1,1,Ms1-1,3,control pH,control temp,CC,3,CC_Ssid_MACN,1,0.427,0.842
MacN,Ssid,2,1,Ms2-1,3,control pH,control temp,CC,3,CC_Ssid_MACN,2,0.418,0.899
MacN,Ssid,3,1,Ms3-1,3,control pH,control temp,CC,3,(dead),,,
MacN,Ssid,4,1,Ms4-1,3,control pH,control temp,CC,3,CC_Ssid_MACN,3,0.269,0.653
MacN,Ssid,5,1,Ms5-1,3,control pH,control temp,CC,3,CC_Ssid_MACN,4,0.456,0.901
Rainbow,Ssid,1,1,Rs1-1,3,control pH,control temp,CC,3,CC_Ssid_RAIN,1,0.386,0.799
Rainbow,Ssid,2,1,Rs2-1,3,control pH,control temp,CC,3,CC_Ssid_RAIN,2,0.417,0.799
Rainbow,Ssid,3,1,Rs3-1,3,control pH,control temp,CC,3,CC_Ssid_RAIN_3-1,1,0.257,0.772
Rainbow,Ssid,4,1,Rs4-1,3,control pH,control temp,CC,3,CC_Ssid_RAIN,3,0.383,0.735
Rainbow,Ssid,5,1,Rs5-1,3,control pH,control temp,CC,3,CC_Ssid_RAIN,4,0.389,0.719
Star,Ssid,1,1,Ss1-1,3,control pH,control temp,CC,3,CC_Ssid_STAR,1,0.35,0.706
Star,Ssid,2,1,Ss2-1,3,control pH,control temp,CC,3,CC_Ssid_STAR,2,0.409,0.775
Star,Ssid,3,1,Ss3-1,3,control pH,control temp,CC,3,CC_Ssid_STAR,3,0.387,0.796
Star,Ssid,4,1,Ss4-1,3,control pH,control temp,CC,3,CC_Ssid_STAR,4,0.314,0.677
Star,Ssid,5,1,Ss5-1,3,control pH,control temp,CC,3,CC_Ssid_STAR,5,0.451,0.810
Emerald,Ofav,1,3,Eo1-3,4,low pH,control temp,LC,3,LC_Ofav_EMRL,1,0.397,0.680
Emerald,Ofav,2,3,Eo2-3,4,low pH,control temp,LC,3,LC_Ofav_EMRL,2,0.438,0.764
Emerald,Ofav,3,3,Eo3-3,4,low pH,control temp,LC,3,LC_Ofav_EMRL,3,0.414,0.714
Emerald,Ofav,4,3,Eo4-3,4,low pH,control temp,LC,3,LC_Ofav_EMRL,4,0.319,0.558
Emerald,Ofav,5,3,Eo5-3,4,low pH,control temp,LC,3,LC_Ofav_EMRL,5,0.367,0.627
MacN,Ofav,6,3,CR047,4,low pH,control temp,LC,3,LC_Ofav_MACN,6,0.474,0.785
MacN,Ofav,1,3,Mo1-3,4,low pH,control temp,LC,3,LC_Ofav_MACN,1,0.397,0.734
MacN,Ofav,2,3,Mo2-3,4,low pH,control temp,LC,3,LC_Ofav_MACN,2,0.385,0.714
MacN,Ofav,3,3,Mo3-3,4,low pH,control temp,LC,3,LC_Ofav_MACN,3,0.481,0.770
MacN,Ofav,4,3,Mo4-3,4,low pH,control temp,LC,3,LC_Ofav_MACN,4,0.469,0.783
MacN,Ofav,5,3,Mo5-3,4,low pH,control temp,LC,3,LC_Ofav_MACN,5,0.493,0.804
Rainbow,Ofav,1,3,Ro1-3,4,low pH,control temp,LC,3,LC_Ofav_RAIN,1,0.388,0.668
Rainbow,Ofav,2,3,Ro2-3,4,low pH,control temp,LC,3,LC_Ofav_RAIN,2,0.397,0.731
Rainbow,Ofav,3,3,Ro3-3,4,low pH,control temp,LC,3,LC_Ofav_RAIN,3,0.401,0.681
Rainbow,Ofav,4,3,Ro4-3,4,low pH,control temp,LC,3,LC_Ofav_RAIN,4,0.479,0.800
Rainbow,Ofav,5,3,Ro5-3,4,low pH,control temp,LC,3,LC_Ofav_RAIN,5,0.422,0.733
Star,Ofav,1,3,So1-3,4,low pH,control temp,LC,3,LC_Ofav_STAR,1,0.398,0.691
Star,Ofav,2,3,So2-3,4,low pH,control temp,LC,3,LC_Ofav_STAR,2,0.475,0.774
Star,Ofav,3,3,So3-3,4,low pH,control temp,LC,3,LC_Ofav_STAR,3,0.441,0.744
Star,Ofav,4,3,So4-3,4,low pH,control temp,LC,3,LC_Ofav_STAR,4,0.439,0.729
Star,Ofav,5,3,So5-3,4,low pH,control temp,LC,3,LC_Ofav_STAR,5,0.486,0.769
Emerald,Ssid,1,2,Es1-2,5,control pH,high temp,CH,3,CH_Ssid_EMRL,1,0.28,0.609
Emerald,Ssid,2,2,Es2-2,5,control pH,high temp,CH,3,CH_Ssid_EMRL,2,0.227,0.456
Emerald,Ssid,3,2,Es3-2,5,control pH,high temp,CH,3,CH_Ssid_EMRL,3,0.372,0.640
Emerald,Ssid,4,2,Es4-2,5,control pH,high temp,CH,3,CH_Ssid_EMRL,4,0.228,0.510
Emerald,Ssid,5,2,Es5-2,5,control pH,high temp,CH,3,CH_Ssid_EMRL,5,0.343,0.620
MacN,Ssid,1,2,Ms1-2,5,control pH,high temp,CH,3,CH_Ssid_MACN,1,0.284,0.524
MacN,Ssid,2,2,Ms2-2,5,control pH,high temp,CH,3,CH_Ssid_MACN,2,0.336,0.665
MacN,Ssid,3,2,Ms3-2,5,control pH,high temp,CH,3,CH_Ssid_MACN,3,0.315,0.663
MacN,Ssid,4,2,Ms4-2,5,control pH,high temp,CH,3,CH_Ssid_MACN,4,0.274,0.591
MacN,Ssid,5,2,Ms5-2,5,control pH,high temp,CH,3,CH_Ssid_MACN,5,0.378,0.709
Rainbow,Ssid,1,2,Rs1-2,5,control pH,high temp,CH,3,CH_Ssid_RAIN,1,0.325,0.624
Rainbow,Ssid,2,2,Rs2-2,5,control pH,high temp,CH,3,CH_Ssid_RAIN,2,0.308,0.581
Rainbow,Ssid,3,2,Rs3-2,5,control pH,high temp,CH,3,CH_Ssid_RAIN_3-2,1,0.168,0.575
Rainbow,Ssid,4,2,Rs4-2,5,control pH,high temp,CH,3,CH_Ssid_RAIN,3,0.304,0.577
Rainbow,Ssid,5,2,Rs5-2,5,control pH,high temp,CH,3,CH_Ssid_RAIN,4,0.28,0.537
Star,Ssid,1,2,Ss1-2,5,control pH,high temp,CH,3,CH_Ssid_STAR,1,0.339,0.686
Star,Ssid,2,2,Ss2-2,5,control pH,high temp,CH,3,CH_Ssid_STAR,2,0.339,0.649
Star,Ssid,3,2,Ss3-2,5,control pH,high temp,CH,3,CH_Ssid_STAR,3,0.307,0.630
Star,Ssid,4,2,Ss4-2,5,control pH,high temp,CH,3,CH_Ssid_STAR,4,0.291,0.598
Star,Ssid,5,2,Ss5-2,5,control pH,high temp,CH,3,CH_Ssid_STAR,5,0.398,0.717
Emerald,Ofav,1,2,Eo1-2,6,control pH,high temp,CH,3,CH_Ofav_EMRL,1,0.368,0.679
Emerald,Ofav,2,2,Eo2-2,6,control pH,high temp,CH,3,CH_Ofav_EMRL,2,0.494,0.825
Emerald,Ofav,3,2,Eo3-2,6,control pH,high temp,CH,3,CH_Ofav_EMRL,3,0.505,0.824
Emerald,Ofav,4,2,Eo4-2,6,control pH,high temp,CH,3,CH_Ofav_EMRL,4,0.366,0.624
Emerald,Ofav,5,2,Eo5-2,6,control pH,high temp,CH,3,CH_Ofav_EMRL,5,0.389,0.657
MacN,Ofav,6,2,CR046,6,control pH,high temp,CH,3,CH_Ofav_MACN,6,0.551,0.909
MacN,Ofav,1,2,Mo1-2,6,control pH,high temp,CH,3,CH_Ofav_MACN,1,0.462,0.832
MacN,Ofav,2,2,Mo2-2,6,control pH,high temp,CH,3,CH_Ofav_MACN,2,0.449,0.854
MacN,Ofav,3,2,Mo3-2,6,control pH,high temp,CH,3,CH_Ofav_MACN,3,0.536,0.865
MacN,Ofav,4,2,Mo4-2,6,control pH,high temp,CH,3,CH_Ofav_MACN,4,0.497,0.883
MacN,Ofav,5,2,Mo5-2,6,control pH,high temp,CH,3,CH_Ofav_MACN,5,0.52,0.887
Rainbow,Ofav,1,2,Ro1-2,6,control pH,high temp,CH,3,CH_Ofav_RAIN,1,0.436,0.761
Rainbow,Ofav,2,2,Ro2-2,6,control pH,high temp,CH,3,CH_Ofav_RAIN,2,0.407,0.740
Rainbow,Ofav,3,2,Ro3-2,6,control pH,high temp,CH,3,CH_Ofav_RAIN,3,0.38,0.646
Rainbow,Ofav,4,2,Ro4-2,6,control pH,high temp,CH,3,CH_Ofav_RAIN,4,0.503,0.818
Rainbow,Ofav,5,2,Ro5-2,6,control pH,high temp,CH,3,CH_Ofav_RAIN,5,0.423,0.753
Star,Ofav,1,2,So1-2,6,control pH,high temp,CH,3,CH_Ofav_STAR,1,0.481,0.838
Star,Ofav,2,2,So2-2,6,control pH,high temp,CH,3,CH_Ofav_STAR,2,0.538,0.878
Star,Ofav,3,2,So3-2,6,control pH,high temp,CH,3,CH_Ofav_STAR,3,0.52,0.833
Star,Ofav,4,2,So4-2,6,control pH,high temp,CH,3,CH_Ofav_STAR,4,0.504,0.867
Star,Ofav,5,2,So5-2,6,control pH,high temp,CH,3,CH_Ofav_STAR,5,0.485,0.787
Emerald,Ssid,1,3,Es1-3,7,low pH,control temp,LC,3,LC_Ssid_EMRL,1,0.352,0.707
Emerald,Ssid,2,3,Es2-3,7,low pH,control temp,LC,3,LC_Ssid_EMRL,2,0.35,0.716
Emerald,Ssid,3,3,Es3-3,7,low pH,control temp,LC,3,LC_Ssid_EMRL,3,0.434,0.807
Emerald,Ssid,4,3,Es4-3,7,low pH,control temp,LC,3,LC_Ssid_EMRL,4,0.404,0.748
Emerald,Ssid,5,3,Es5-3,7,low pH,control temp,LC,3,LC_Ssid_EMRL,5,0.454,0.805
MacN,Ssid,1,3,Ms1-3,7,low pH,control temp,LC,3,LC_Ssid_MACN,1,0.392,0.722
MacN,Ssid,2,3,Ms2-3,7,low pH,control temp,LC,3,LC_Ssid_MACN,2,0.391,0.796
MacN,Ssid,3,3,Ms3-3,7,low pH,control temp,LC,3,LC_Ssid_MACN,3,0.382,0.745
MacN,Ssid,4,3,Ms4-3,7,low pH,control temp,LC,3,LC_Ssid_MACN,4,0.213,0.479
MacN,Ssid,5,3,Ms5-3,7,low pH,control temp,LC,3,LC_Ssid_MACN,5,0.413,0.799
Rainbow,Ssid,1,3,Rs1-3,7,low pH,control temp,LC,3,LC_Ssid_RAIN,1,0.369,0.729
Rainbow,Ssid,2,3,Rs2-3,7,low pH,control temp,LC,3,LC_Ssid_RAIN_2-3_3-3,1,0.417,0.782
Rainbow,Ssid,3,3,Rs3-3,7,low pH,control temp,LC,3,LC_Ssid_RAIN_2-3_3-3,2,0.273,0.765
Rainbow,Ssid,4,3,Rs4-3,7,low pH,control temp,LC,3,LC_Ssid_RAIN,2,0.359,0.680
Rainbow,Ssid,5,3,Rs5-3,7,low pH,control temp,LC,3,LC_Ssid_RAIN,3,0.331,0.603
Star,Ssid,1,3,Ss1-3,7,low pH,control temp,LC,3,LC_Ssid_STAR,1,0.367,0.725
Star,Ssid,2,3,Ss2-3,7,low pH,control temp,LC,3,LC_Ssid_STAR,2,0.394,0.759
Star,Ssid,3,3,Ss3-3,7,low pH,control temp,LC,3,LC_Ssid_STAR,3,0.37,0.731
Star,Ssid,4,3,Ss4-3,7,low pH,control temp,LC,3,LC_Ssid_STAR,4,0.319,0.638
Star,Ssid,5,3,Ss5-3,7,low pH,control temp,LC,3,LC_Ssid_STAR,4,0.465,0.807
Emerald,Ofav,1,4,Eo1-4,8,low pH,high temp,LH,3,LH_Ofav_EMRL,1,0.475,0.842
